gullible,gu_____le,/ˈɡʌləbl/,"[sound:gullible adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","too willing to believe or accept what other people tell you and therefore easily tricked&nbsp;<div><i><font color=""#0000ff"">(khờ dại, cả tin, dễ bị lừa)</font></i></div>",The advertisement is aimed at gullible young women worried about their weight.,"<img src=""aid4200156-728px-Not-Be-Gullible-Step-20-Version-2.jpg"" />","<img src=""paste-17115444674561 (1).jpg"" />"
idealized,id_____ed,&nbsp;/aɪˈdiːəlaɪz/,"[sound:idealize verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at .mp3]","&nbsp;to consider or represent somebody/something as being perfect or better than they really are&nbsp;<div><i><font color=""#0000ff"">(lý tưởng hóa, không thực tế)</font></i></div>",an idealized view of married life,"<img src=""2_44176.jpg"" />","<img src=""paste-17703855194113.jpg"" />"
inconsiderate,inc_________ate,/ˌɪnkənˈsɪdərət/,"[sound:inconsiderate adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dict.mp3]","not giving enough thought to other people’s feelings or needs&nbsp;<div><i><font color=""#0000ff"">(thiếu ý thức, thiếu chu đáo, thiếu quan tâm, thiếu suy xét)</font></i></div>",<div>inconsiderate behaviour</div><div>It was inconsiderate of you not to call.</div>,"<img src=""huge.8.41305.JPG"" />","<img src=""paste-18197776433153 (1).jpg"" />"
indecisive,ind______ve,&nbsp;/ˌɪndɪˈsaɪsɪv/,"[sound:indecisive adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","(of a person) unable to make decisions&nbsp;<div><i><font color=""#0000ff"">(do dự, lưỡng lự, không quả quyết, không dứt khoát, không quyết định)</font></i></div>",<div>a weak and indecisive man</div><div>Some blame indecisive leadership for the party’s failure at the polls.</div>,"<img src=""Indecision-copy3.jpg"" />","<img src=""paste-18618683228161 (1).jpg"" />"
self-assured,self-as____ed,/ˌself.əˈʃʊrd/,[sound:self-assured Meaning in the Cambridge English Dictionary.mp3],"having a lot of confidence in yourself and your abilities&nbsp;<div><i><font color=""#0000ff"">(tự tin)</font></i></div>",<div>He grew more self-assured as he got older.</div><div>She looks very self-assured.</div>,"<img src=""paste-18743237279745.jpg"" />","<img src=""paste-19134079303681.jpg"" />"
self-absorbed,self-ab______ed,/ˌself.əbˈzɔːbd/,[sound:self-absorbed Meaning in the Cambridge English Dictionary_2.mp3],"only concerned about or interested in yourself&nbsp;<div><i><font color=""#0000ff"">(chỉ liên quan đến mình, chỉ quan tâm đến mình)</font></i></div>",What a typical self-absorbed actor!,"<img src=""356809-1589x1254.jpg"" />","<img src=""paste-19709604921345.jpg"" />"
self-centered,self-ce_____ed,/ˌselfˈsen.təd/&nbsp;,[sound:self-centred Meaning in the Cambridge English Dictionary.mp3],"tending to think only about yourself and not thinking about the needs or feelings of other people&nbsp;<div><i><font color=""#0000ff"">(ích kỷ, chỉ biết nghĩ cho bản thân)</font></i></div>",<div>She’s completely self-centred.</div><div>Your father’s too self-centred to care what you do.</div>,"<img src=""self-centered.jpg"" />","<img src=""paste-20225000996865.jpg"" />"
self-congratulatory,self-co_________tory,/ˌself.kənˈɡrætʃələtɔːri/,"[sound:self-congratulatory adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;.mp3]","praising yourself or saying how well you have done something&nbsp;<div><i><font color=""#0000ff"">(tự mình khen mình)</font></i></div>",The winners gave themselves a self-congratulatory round of applause.,"<img src=""146561_340.jpg"" />","<img src=""paste-20899310862337.jpg"" />"
self-deprecating,self-de_______ing,/ˌselfˈdep.rə.keɪ.t̬ɪŋ/,"[sound:self-deprecating adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s D.mp3]","done in a way that makes your own achievements or abilities seem unimportant<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(tự ti, tự hạ thấp mình)</font></i></div>",He gave a self-deprecating shrug.,"<img src=""20140103172136-t.jpg"" />","<img src=""paste-21410411970561.jpg"" />"
self-important,self-im_____ant,/ˌself.ɪmˈpɔːr.təns/,"[sound:self-important adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dic.mp3]","thinking that you are more important than other people&nbsp;<div><i><font color=""#0000ff"">(lên mặt ta đây; tự cho là quan trọng)</font></i></div>",<div>He was a self-important little man.</div><div>She was not at all the self-important celebrity I’d read about.</div>,"<img src=""self-esteem3.jpg"" />","<img src=""paste-21994527522817.jpg"" />"
tactful,ta____ul,/ˈtæktfl/,"[sound:tactful adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary.mp3]","careful not to say or do anything that will annoy or upset other people&nbsp;<div><i><font color=""#0000ff"">(khéo xử, lịch thiệp)</font></i></div>",<div>That wasn't a very tactful thing to say!</div><div>I tried to find a tactful way of telling her the truth.</div><div>It might be more tactful if you didn’t come to the wedding.</div>,"<img src=""walkingoneggshells.jpg"" />","<img src=""paste-22552873271297.jpg"" />"
well-adjusted,well-ad____ed,/ˌwel əˈdʒʌs.tɪd/,"[sound:well adjusted adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dict.mp3]","reasonable and has good judgment and their behaviour is not difficult or strange&nbsp;<div><i><font color=""#0000ff"">(bình thường/ổn định về mặt tâm lý, không có chứng rối loạn tâm lý bất thường nào)</font></i></div>",The school aims to produce well-adjusted members of society.,"<img src=""114_single-parent.child1_.jpg"" />","<img src=""paste-23132693856257 (1).jpg"" />"
well-bred,well-b___d,/ˌwel ˈbred/,"[sound:well bred adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictiona.mp3]","having or showing good manners; typical of a high social class&nbsp;<div><i><font color=""#0000ff"">(có giáo dục, được nuôi dạy tử tế, biết phép tắc cư xử)</font></i></div>",<div>a well-bred young lady</div><div>She was too well bred to show her disappointment.</div>,"<img src=""classy-lady-621x445.jpg"" />","<img src=""paste-23648089931777.jpg"" />"
well-brought-up,well-br_____ht-up,/ˌwel brɑːt ˈʌp/,[sound:well brought up Meaning in the Cambridge English Dictionary.mp3],"People, especially children, who are well-br_____ht-up are polite and act in a quiet and pleasant way, because they have been taught this behaviour at home&nbsp;<div><i><font color=""#0000ff"">(được nuôi dạy, giáo dục tử tế, con nhà gia giáo)</font></i></div>","Despite the family's problems, the children were well brought up.<div><div>He was a very well-brought-up young man.</div></div>","<img src=""2e628664ab1c4fbe7dccc29420b91891.jpg"" />","<img src=""paste-24064701759489.jpg"" />"
well-dressed,well-dr____ed,/ˌwel ˈdrest/,"[sound:well dressed adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dicti.mp3]","wearing fashionable or expensive clothes&nbsp;<div><i><font color=""#0000ff"">(ăn mặc hợp thời trang, ăn mặc sang trọng)</font></i></div>",<div>This is what today's well-dressed man is wearing.</div><div>She was always well dressed.</div>,"<img src=""paste-24404004175873.jpg"" />","<img src=""paste-24416889077761.jpg"" />"
era,e__,/ˈerə/,"[sound:era noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Oxfor.mp3]","a period of time, usually in history, that is different from other periods because of particular characteristics or events <i><font color=""#0000ff"">(thời đại, kỷ nguyên)</font></i>","<div>the Victorian/modern/post-war era</div><div>When she left the firm, it was the end of an era (= things were different after that).</div><div>a new era of peace</div>","<img src=""jurassic-landscape_1028_600x450.jpg"" />","<img src=""paste-4552665333761.jpg"" />"
evolution,ev_____on,/ˌevəˈluːʃn/,"[sound:evolution noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at.mp3]","(biology) the gradual development of plants, animals, etc. over many years as they adapt to changes in their environment&nbsp;<div><i><font color=""#0000ff"">(sự tiến hoá, sự phát triển)</font></i></div>",<div>the evolution of the human species</div><div>Darwin’s theory of evolution</div>,"<img src=""evolution.jpg"" />","<img src=""paste-5153960755201.jpg"" />"
find,fi___d,/faɪnd/,[sound:find Meaning in the Cambridge English Dictionary.mp3],"a good or valuable thing or a special person that has been discovered but was not known about before&nbsp;<div><font color=""#0000ff""><i>(vật tìm thấy)</i></font></div>",<div>This café's quite a find - I had no idea there was anywhere like it around here.</div><div>A recent find of ancient artefacts is on display at the local museum.</div>,"<img src=""paste-5888400162817.jpg"" />","<img src=""paste-5901285064705.jpg"" />"
pioneer,pi_____er,/ˌpaɪəˈnɪr/,"[sound:pioneer noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at O.mp3]","a person who is one of the first people to do something<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(người đi tiên phong, người đi đầu)</font></i></div>",a pioneer in the field of microsurgery<div>one of the pioneers of modern science</div>,"<img src=""CVCYAl7WIAAbLwW.png"" />","<img src=""paste-6395206303745.jpg"" />"
remnant,re_____nt,/ˈremnənt/,"[sound:remnant noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at O.mp3]","a part of something that is left after the other parts have been used, removed, destroyed, etc.<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(cái còn lại, vật còn thừa, dấu vết còn lại, tàn dư)</font></i></div>",<div>The woods are remnants of a huge forest which once covered the whole area.</div><div>Many of the traditions are remnants of a time when most people worked on the land.</div>,"<img src=""5235421_f260.jpg"" />","<img src=""paste-6949257084929.jpg"" />"
in retrospect,in re______ect,/ˈretrəspekt/,"[sound:retrospect noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","thinking about a past event or situation, often with a different opinion of it from the one you had at the time&nbsp;<div><i><font color=""#0000ff"">(nhìn lại thời gian đã qua, hồi tưởng lại về quá khứ)</font></i></div>","<div>In retrospect, I think that I was wrong.</div><div>The decision seems extremely odd, in retrospect.</div>","<img src=""paste-7473243095041.jpg"" />",
status quo,st____s q___,/ˌsteɪtəs ˈkwoʊ/,"[sound:status quo noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","the situation as it is now, or as it was before a recent change<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(tình hình hiện tại, tình hình như trước khi diễn ra thay đổi)</font></i></div>",<div>They wanted a return to the status quo before the war.</div><div>There are many people who wish to maintain the status quo.</div>,"<img src=""NoChange.jpg"" />","<img src=""paste-8078833483777.jpg"" />"
transition,tr_______on,/trænˈzɪʃn/,"[sound:transition noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","the process or a period of changing from one state or condition to another&nbsp;<div><i><font color=""#0000ff"">(sự chuyển tiếp, sự quá độ)</font></i></div>",the transition from school to full-time work<div>He will remain head of state during the period of transition to democracy.</div><div>We need to ensure a smooth transition between the old system and the new one.</div>,"<img src=""career-transition.jpg"" />","<img src=""paste-4690104287233.jpg"" />"
trend,tr___d,&nbsp;/trend/&nbsp;,"[sound:trend noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Oxf.mp3]","a general direction in which a situation is changing or developing&nbsp;<div><i><font color=""#0000ff"">(khuynh hướng, xu hướng, chiều hướng)</font></i></div>",There is a growing trend towards earlier retirement.<div>current trends in language teaching</div><div>a downward/an upward trend in sales</div>,"<img src=""HealthcareTrendProjections2016_Large.jpg"" />","<img src=""paste-5252745003009.jpg"" />"
abrupt,ab_____t,/əˈbrʌpt/,"[sound:abrupt adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","sudden and unexpected, often in an unpleasant way&nbsp;<div><i><font color=""#0000ff"">(bất ngờ, đột ngột; đường đột)</font></i></div>",<div>an abrupt change/halt/departure</div><div>The accident brought his career to an abrupt end.</div>,"<img src=""2009-03-09-Abrupt-Stop.jpg"" />","<img src=""paste-5922759901185.jpg"" />"
bygone,by_____e,/ˈbaɪɡɔːn/,"[sound:bygone adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","<div>happening or existing a long time ago<i>&nbsp;</i></div><div><i><font color=""#0000ff"">(quá khứ, qua rồi, cũ kỹ)</font></i></div>","<div>a bygone age/era</div><div>The family story was that, in bygone days, he had been a rich farmer in Australia.</div><div>The horse and cart belongs to a bygone era.</div>","<img src=""paste-6429566042113.jpg"" />","<img src=""paste-6442450944001 (1).jpg"" />"
fleeting,fl____ing,&nbsp;/ˈfliːtɪŋ/,"[sound:fleeting adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","lasting only a short time&nbsp;<div><i><font color=""#0000ff"">(lướt nhanh, thoáng qua; phù du)</font></i></div>",<div>a fleeting glimpse/smile</div><div>a fleeting moment of happiness</div><div>We paid a fleeting visit to Paris.</div>,"<img src=""Life-is-Fleeting-But-I-Have-Jesus-300x225.jpg"" />","<img src=""paste-9955734192129 (1).jpg"" />"
immense,im_____se,&nbsp;/ɪˈmens/,"[sound:immense adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary.mp3]","extremely large or great&nbsp;<div><i><font color=""#0000ff"">(mênh mông, bao la, rộng lớn)</font></i></div>","<div>There is still an immense amount of work to be done.</div><div>The benefits are immense.</div><div>a project of immense importance</div><div>To my immense relief, he didn’t notice my mistake.</div>","<img src=""immense.jpg"" />","<img src=""paste-10488310136833.jpg"" />"
infinitesimal,in__________al,&nbsp;/ˌɪnfɪnɪˈtesɪml/,"[sound:infinitesimal adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dict.mp3]","extremely small&nbsp;<div><i><font color=""#0000ff"">(rất nhỏ, nhỏ vô cùng)</font></i></div>",<div>infinitesimal traces of poison</div><div>an infinitesimal risk</div>,"<img src=""tumblr_mwkm5nDyKs1t10lb7o1_500.jpg"" />","<img src=""paste-10909216931841.jpg"" />"
moderate,mo_____te,/ˈmɑːdərət/,"[sound:moderate adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","that is neither very good, large, hot, etc. nor very bad, small, cold, etc.&nbsp;<div><i><font color=""#0000ff"">(vừa phải; phải chăng, có mức độ; điều độ)</font></i></div>",<div>students of moderate ability</div><div>Even moderate amounts of the drug can be fatal.</div><div>The team enjoyed only moderate success last season.</div><div>Cook over a moderate heat.</div>,"<img src=""paste-11364483465217.jpg"" />","<img src=""paste-11377368367105 (1).jpg"" />"
periodic,pe____dic,/ˌpɪriˈɑːdɪk/,"[sound:periodic adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","happening fairly often and regularly&nbsp;<div><i><font color=""#0000ff"">(định kỳ, thường kỳ)</font></i></div>",<div>Periodic checks are carried out on the equipment.</div><div>He makes periodic visits to all the shops which stock his products.</div>,"<img src=""calendar-resized-600.jpg"" />","<img src=""paste-11802570129409.jpg"" />"
preceding,pr______ing,[sound:preceding Meaning in the Cambridge English Dictionary.mp3],/priːˈsiː.dɪŋ/,"existing or happening before someone or something&nbsp;<div><i><font color=""#0000ff"">(có trước, đi trước một cái gì đấy)</font></i></div>","<div>The paintings are a development of ideas she explored in the preceding decade.</div><div>In conclusion, I hope the preceding arguments have convinced you of the need for action.</div>","<img src=""arrives-preceding-years-gray-lead-up-to-large-shiny-red-focus-isolated-white-40732400.jpg"" />","<img src=""paste-12253541695489.jpg"" />"
prehistoric,pr________ic,&nbsp;/ˌpriːhɪˈstɔːrɪk/,"[sound:prehistoric adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","connected with the time in history before information was written down&nbsp;<div><i><font color=""#0000ff"">(thuộc về thời tiền sử)</font></i></div>",<div>in prehistoric times</div><div>prehistoric man/remains/animals/burial sites</div>,"<img src=""dinosaurs-theory.jpg"" />",
profound,pr_____nd,&nbsp;/prəˈfaʊnd/,"[sound:profound adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","very great; felt or experienced very strongly&nbsp;<div><i><font color=""#0000ff"">(sâu,&nbsp;sâu sắc, uyên thâm, thâm thuý)</font></i></div>",<div>profound changes in the earth’s climate</div><div>My father's death had a profound effect on us all.</div><div>The news came as a profound shock.</div><div>The report has profound implications for schools.</div><div>Her sense of disappointment was profound.</div>,"<img src=""profound-quotes-from-harry-potter-9.jpg"" />","<img src=""paste-13086765350913 (1).jpg"" /><div><img src=""paste-13099650252801 (1).jpg"" /></div>"
rapid,r____id,&nbsp;/ˈræpɪd/,"[sound:rapid adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","happening in a short period of time,&nbsp;done or happening very quickly<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(nhanh, nhanh chóng, mau lẹ)</font></i></div>",<div>rapid change/expansion/growth</div><div>a rapid rise/decline in sales</div><div>The patient made a rapid recovery.</div>,"<img src=""fast-growth-is-the-fast-lane-to-failure-Ry7suP-clipart.png"" />","<img src=""paste-13271448944641.jpg"" />"
topical,to____al,&nbsp;/ˈtɑːpɪkl/,"[sound:topical adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary.mp3]","connected with something that is happening or of interest at the present time&nbsp;<div><i><font color=""#0000ff"">(có tính chất thời sự)</font></i></div>",<div>a topical joke/reference</div><div>topical events</div><div>They met to discuss matters of topical interest.</div><div>We try and keep the advice topical.</div>,"<img src=""news_banner.jpg"" />","<img src=""paste-13821204758529.jpg"" />"
tremendous,tr_________us,/trəˈmendəs/,"[sound:tremendous adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","very great<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(vĩ đại,&nbsp;hê gớm, khủng khiếp, dữ dội)</font></i></div>",<div>a tremendous explosion</div><div>A tremendous amount of work has gone into the project</div>,"<img src=""theres-a-tidal-wave-engulfing-enterprise-computing-and-were-here-to-surf-it.jpg"" />",
turbulent,tu_____ent,/ˈtɜːrbjələnt/,"[sound:turbulent adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictiona.mp3]","in which there is a lot of sudden change, confusion, disagreement and sometimes violence&nbsp;<div><i><font color=""#0000ff"">(hỗn loạn, náo động)</font></i></div>",<div>a short and turbulent career in politics</div><div>a turbulent part of the world</div><div>turbulent emotions</div>,"<img src=""turbulent-seas-2.jpg"" />","<img src=""paste-14705968021505.jpg"" />"
(be) pressed for time,(be) pr____ed for time,,[sound:(be) pressed for time.mp3],"to be in a hurry&nbsp;<div><i><font color=""#0000ff"">(đang vội, đang thiếu thời gian)</font></i></div>","I'd love to stop and talk, but I'm pressed for time.","<img src=""c0371fadb11ca945a1f37c6e917f1310.jpg"" />","<img src=""paste-15109694947329.jpg"">"
have the time of your life,h______ the time _____ your life,,[sound:have the time of your life.mp3],"have&nbsp;an extremely enjoyable experience<div><i><font color=""#0000ff"">vô cùng tận hưởng một trải nghiệm gì đó</font></i></div>",We had the time of our lives at the party.,"<img src=""04-Jun-GrogWatch-Secondary-Supply.jpg"" />",
have time on your hands,have time _____ your _______,,[sound:have time on your hands.mp3],"to have nothing to do<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(có thời gian rảnh, không bận bịu gì)</font></i></div>","Gina has some time on her hands, so she is taking a college course.","<img src=""TimeOnHands.jpg"" />",
in next to no time,in next ____ no t_____,,[sound:in next to no time.mp3],"in&nbsp;a very short time&nbsp;<div><i><font color=""#0000ff"">(ngay sắp tới đây)</font></i></div>",Organizing the party took next to no time.<div>They completed the job in next to no time.</div>,"<img src=""tumblr_m9524lA1S11rnpex0.jpg"" />",
in the blink of an eye,i__ the b____k of an eye,,[sound:in the blink of an eye.mp3]&nbsp;,"extremely quickly&nbsp;<div><i><font color=""#0000ff"">(xảy ra trong chớp mắt)</font></i></div>","There was a huge ""boom"" and in the blink of an eye the buildings were gone.","<img src=""Blincam001-780x520.jpg"" />",
there aren't enough hours in the day,there aren't enough h_____rs in the day,,[sound:there aren't enough hours in the day.mp3],"There are too many things to do and not enough time<div><i><font color=""#0000ff"">có quá nhiều việc để làm mà không có đủ thời gian</font></i></div>",,"<img src=""paste-17222818856961.jpg"" />",
excavate,ex______te,/ˈekskəveɪt/,"[sound:excavate verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at .mp3]","to dig in the ground to look for old buildings or objects that have been buried for a long time<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(đào, khai quật)</font></i></div>",<div>The site has been excavated by archaeologists.</div><div>The area has not yet been fully excavated.</div>,"<img src=""maya-civilization-mingled-with-neighbors_66690_600x450.jpg"" />",
behaviour,be______ur,/bɪˈheɪvjər/,"[sound:behaviour noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at.mp3]","the way that somebody behaves, especially towards other people&nbsp;<div><i><font color=""#0000ff"">(thái độ, cách đối xử; cách cư xử, cách ăn ở; tư cách đạo đức)</font></i></div>",<div>good/bad behaviour</div><div>social/sexual/criminal behaviour</div><div>His behaviour towards her was becoming more and more aggressive.</div>,"<img src=""paste-18305150615553.jpg"" />",
demographics&nbsp;,de_________hics,&nbsp;/ˌdeməˈɡræfɪk/,"[sound:demographic noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","data relating to the population and different groups within it&nbsp;<div><i><font color=""#0000ff"">(liên quan đến nhân khẩu học, đến thống kê dân số)</font></i></div>",the demographics of radio listeners,"<img src=""demographics-graphic.png"" />",
heritage,he____ge,/ˈherɪtɪdʒ/,"[sound:heritage noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at .mp3]","the history, traditions and qualities that a country or society has had for many years and that are considered an important part of its character<i><font color=""#0000ff"">&nbsp;</font></i><div><i><font color=""#0000ff"">(di sản)</font></i></div>",<div>Spain’s rich cultural heritage</div><div>The building is part of our national heritage.</div>,"<img src=""maxresdefault (10).jpg"" />",
interaction,in______ion,/ˌɪntərˈækʃn/,"[sound:interaction noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","the act of communicating with somebody, especially while you work, play or spend time with them&nbsp;<div><i><font color=""#0000ff"">(tương tác, sự ảnh hưởng lẫn nhau)</font></i></div>",<div>There's not enough interaction between the management and the workers.</div><div>Language games are usually intended to encourage student interaction.</div><div>The play follows the interactions of three very different characters.</div>,"<img src=""paste-19679540150273.jpg"" />","<img src=""paste-19692425052161.jpg"" />"
